Image,X,Y
dataset/images/-3184906123039930836.png,319,433
dataset/images/-3657414579240204642.png,307,469
dataset/images/-6506736911034186778.png,204,438
dataset/images/-7544843219826236333.png,238,476
dataset/images/-287506149522211671.png,253,530
dataset/images/-6944350062396805990.png,315,360
dataset/images/2773237399413524337.png,318,442
dataset/images/-1358308862158586368.png,385,544
dataset/images/-1487279598764450262.png,242,469
dataset/images/1202119896696685333.png,326,424
dataset/images/-8832139751213033811.png,360,438
dataset/images/-4903355290805756587.png,245,828
dataset/images/-3122224465532929196.png,366,332
dataset/images/-6952672220960358572.png,378,453
dataset/images/-844617859903194673.png,378,337
dataset/images/-2501276899066320508.png,446,403
dataset/images/-9133559035439842699.png,401,459
dataset/images/-6639011118561758907.png,399,457
dataset/images/-3555487255426017347.png,311,342
dataset/images/-5228362336502809630.png,159,439
dataset/images/-8345901974298329035.png,229,773
dataset/images/-4299506275272899164.png,256,449
dataset/images/-4792467579669366471.png,293,534
dataset/images/-8752408013757949735.png,309,407
dataset/images/232427445692240264.png,388,551
dataset/images/-7177611285739869732.png,423,582
dataset/images/5001728379819617442.png,366,404
dataset/images/-4742989259054484128.png,222,291
dataset/images/-5211285236974073155.png,316,453
dataset/images/-8448044375649730227.png,317,486
dataset/images/-1264081098973340492.png,514,632
dataset/images/-3168226346887030998.png,252,358
dataset/images/-1749113319070373766.png,304,380
dataset/images/-9023829605065773601.png,240,670
dataset/images/-3429730892774983736.png,557,387
dataset/images/-4522827291736783511.png,369,354
dataset/images/-5529196323139718658.png,369,354
dataset/images/-8167588187142547572.png,330,526
dataset/images/-5676015975336249840.png,335,602
dataset/images/5754740149288536586.png,226,370
dataset/images/4917406368489395452.png,267,489
dataset/images/-2894628235051714183.png,346,379
dataset/images/-4603636063760370118.png,371,423
dataset/images/-3601983352928347463.png,397,504
dataset/images/-4011625905807263411.png,377,482
dataset/images/-1622773719949394822.png,283,332
dataset/images/8895232189294550574.png,304,382
dataset/images/-8687142521108777184.png,411,584
dataset/images/-1123234494069848785.png,354,513
dataset/images/-8339892159826401126.png,321,475
dataset/images/-8305984087914650939.png,358,322
dataset/images/-7034422526003126246.png,395,396
dataset/images/-6492319812438437820.png,249,492
dataset/images/-4694454126883541433.png,269,507
dataset/images/5717632452093413738.png,269,468
dataset/images/-4741432398021210735.png,525,498
dataset/images/-5874747075838176517.png,258,238
dataset/images/-729778047815019786.png,332,543
dataset/images/-1332224669957938192.png,317,501
dataset/images/-8926425952664189068.png,318,512
dataset/images/-3194161131457384721.png,465,463
dataset/images/2404368198727963614.png,465,463
dataset/images/-2463049521708227972.png,386,311
dataset/images/7487795595643457618.png,318,512
dataset/images/-230777178099675336.png,311,504
dataset/images/-2424728717864670880.png,266,451
dataset/images/-8801660785503745956.png,266,451
dataset/images/-4561420992326988947.png,266,451
dataset/images/-1437883637795414364.png,315,521
dataset/images/-9214404105685555535.png,306,473
dataset/images/1866757592791595550.png,341,480
dataset/images/627075237771645023.png,341,480
dataset/images/-4058321361264159587.png,352,533
dataset/images/-7846607585699204316.png,293,734
dataset/images/-2257696006675300248.png,342,445
dataset/images/5664267373726907594.png,370,550
dataset/images/-1853513887415712427.png,316,496
dataset/images/-369547900571553814.png,316,496
dataset/images/-456562405232763880.png,388,508
dataset/images/-8757587216845427312.png,433,245
dataset/images/2608619041636383300.png,312,552
dataset/images/-4192045009712257379.png,539,398
dataset/images/-6224256613653339899.png,365,517
dataset/images/-9111307368692396870.png,346,420
dataset/images/-1878418514995558365.png,359,542
dataset/images/-2262809891586051574.png,352,405
dataset/images/2298102274545177880.png,352,378
dataset/images/-1057089514884490887.png,352,378
dataset/images/-6675067109594393324.png,352,378
dataset/images/-2484734279790601728.png,400,520
dataset/images/-1844957728417343950.png,419,593
dataset/images/2060471798669455173.png,392,437
dataset/images/777284266327823069.png,346,461
dataset/images/-2103228611346932007.png,346,461
dataset/images/-2545885751906492535.png,346,461
dataset/images/-2737740771473967321.png,301,414
dataset/images/5340978936646445096.png,318,444
dataset/images/-3785790046103474945.png,309,422
dataset/images/-5631783721569270716.png,308,422
dataset/images/-8500170905733656840.png,308,422
dataset/images/-1590080144874886066.png,308,422
dataset/images/-3162371366187734223.png,308,422
dataset/images/3422278879386892670.png,308,422
dataset/images/347108597815692432.png,423,357
dataset/images/1432969204287528453.png,423,357
dataset/images/-3313191890529932206.png,423,357
dataset/images/-1915333973804553575.png,417,437
dataset/images/-2805054034077058173.png,417,437
dataset/images/-3640309131788204415.png,389,351
dataset/images/-2999631288726252575.png,252,300
dataset/images/3609102888029629783.png,252,300
dataset/images/1233042796667061784.png,391,249
dataset/images/-5750619068341432048.png,325,191
dataset/images/3843264758290165774.png,464,509
dataset/images/-8709904129999602678.png,436,575
dataset/images/206018800684531452.png,365,452
dataset/images/3696774118263691836.png,392,569
dataset/images/-7331921108756463208.png,394,474
dataset/images/-1148928435344751660.png,388,423
dataset/images/-1768658990948132250.png,210,199
dataset/images/-8622301865890936410.png,341,504
dataset/images/2227094607223164151.png,306,400
dataset/images/7935817531966240725.png,410,413
dataset/images/-3636743197559997251.png,502,509
dataset/images/-9150173189218832584.png,435,424
dataset/images/780555288058696762.png,411,486
dataset/images/-1511436084334455735.png,382,409
dataset/images/-2094568440095961401.png,354,471
dataset/images/-1003800477193786941.png,295,331
dataset/images/-1705542875566538202.png,124,491
dataset/images/-1812943663060736552.png,195,458
dataset/images/3337523698284318457.png,202,471
dataset/images/-1581636176111781735.png,342,453
dataset/images/-8954855288459508791.png,360,559
dataset/images/-4675878778187224533.png,311,461
dataset/images/8311285227978855700.png,313,496
dataset/images/5247638019728047423.png,291,456
dataset/images/-2034280007176922924.png,439,350
dataset/images/-4716936240491422448.png,290,542
dataset/images/7518962439947022924.png,294,448
dataset/images/5595150567654673913.png,287,628
dataset/images/4017974078527806014.png,250,434
dataset/images/-926532300017414757.png,258,504
dataset/images/-1702551365447870275.png,302,361
dataset/images/2484245091908956763.png,329,456
dataset/images/-4521925482868333629.png,320,423
dataset/images/187783128814154274.png,314,381
dataset/images/-5576757445780331892.png,373,647
dataset/images/-928887517207109294.png,292,313
dataset/images/7589343050526404120.png,341,494
dataset/images/4691093602701397009.png,286,489
dataset/images/1844783267320439523.png,376,380
dataset/images/3649678936690499596.png,370,409
dataset/images/-3861029296832761841.png,368,409
dataset/images/-3811634225980315712.png,368,414
dataset/images/-1904965821422434127.png,407,394
dataset/images/-7379123563084274195.png,413,297
dataset/images/-2859890500686166626.png,381,469
dataset/images/-5345148590873645014.png,356,419
dataset/images/-2377453049126228534.png,367,392
dataset/images/-3355326200471441329.png,276,338
dataset/images/-4326892319323394160.png,276,338
dataset/images/-8681693003307270555.png,290,405
dataset/images/2657297101803501152.png,372,404
dataset/images/-3946258253983818636.png,182,390
dataset/images/-143772779682620913.png,99,291
dataset/images/-9138724791143265386.png,270,225
dataset/images/-8461497024469607452.png,271,328
dataset/images/-4660809346441849874.png,312,389
dataset/images/-5780992609494731818.png,306,378
dataset/images/-7108487947733237222.png,337,515
dataset/images/-5577968546899812757.png,326,494
dataset/images/-7264099518279915271.png,315,445
dataset/images/-9097674784194188092.png,267,632
dataset/images/-155429778501343406.png,232,518
dataset/images/-2274431536078528436.png,320,730
dataset/images/-1988128366853978643.png,284,541
dataset/images/1226498605793856952.png,277,153
dataset/images/-4359623154793798243.png,285,547
dataset/images/-3779146726816489091.png,262,506
dataset/images/-263081762870451098.png,267,507
dataset/images/5726348495884475068.png,267,507
dataset/images/-5621272172269787270.png,280,632
dataset/images/-8057719347560254084.png,404,501
dataset/images/-1617671547126490440.png,394,532
dataset/images/-1013653802423257870.png,475,688
dataset/images/3390191852224494870.png,439,588
dataset/images/-3674158308118136671.png,372,472
dataset/images/-1490073135603203268.png,279,386
dataset/images/-1298393908236668185.png,392,528
dataset/images/-5081790413284637815.png,324,482
dataset/images/-1171014939149184381.png,354,455
dataset/images/-3585674280765800149.png,235,416
dataset/images/-8555840247489065545.png,256,354
dataset/images/-6337656710037676304.png,426,589
dataset/images/-1241231354355375740.png,290,494
dataset/images/-7782995076528179992.png,290,430
dataset/images/1271447956225696568.png,285,439
dataset/images/-1083016034520223277.png,312,550
dataset/images/-7458975393237501654.png,353,378
dataset/images/3193376092446046294.png,373,567
dataset/images/-7162306141325473034.png,471,587
dataset/images/-5435340621659471534.png,439,461
dataset/images/5727127474578129172.png,374,379
dataset/images/6102382061581715817.png,466,689
dataset/images/-3991414355049708436.png,400,529
dataset/images/-6379115042636670990.png,326,432
dataset/images/-5076990756171032358.png,321,328
dataset/images/-4063691165508769170.png,167,267
dataset/images/-4387878168031721243.png,174,422
dataset/images/-4937708744703119052.png,261,298
dataset/images/-4866009488427684643.png,287,378
dataset/images/-3685615169782413866.png,261,257
dataset/images/-6499702718737490073.png,448,608
dataset/images/-3014633019175841405.png,292,322
dataset/images/-2772294595607608592.png,322,498
dataset/images/-3739805512973496808.png,559,374
dataset/images/-807729945355562921.png,470,516
dataset/images/-8707418133635013822.png,357,693
dataset/images/-870319501963618397.png,342,553
dataset/images/-1309095877234629767.png,357,693
dataset/images/2866454509532808925.png,334,448
dataset/images/-3715706815257709557.png,262,504
dataset/images/3174860297229272299.png,346,372
dataset/images/-2076397428192288866.png,673,519
dataset/images/-4747365827434888456.png,477,355
dataset/images/1419844800033579934.png,471,471
dataset/images/-1289056757877756953.png,414,442
dataset/images/-7266782478114190334.png,315,319
dataset/images/-6961658949000181601.png,339,616
dataset/images/-3982407291216078553.png,427,458
dataset/images/-4143152815506638812.png,399,240
dataset/images/-2864613777793771222.png,350,472
dataset/images/1610053035993761930.png,350,472
dataset/images/-5612383330650239036.png,350,472
dataset/images/-6660293464730742689.png,603,441
dataset/images/-6164480266367900399.png,473,250
dataset/images/-5231198932010631807.png,446,118
dataset/images/-4451978821374422197.png,284,577
dataset/images/-4393279814465205593.png,353,267
dataset/images/-4131764627078782571.png,322,353
dataset/images/6104534197140086697.png,312,508
dataset/images/-2161698169553821425.png,410,487
dataset/images/-1175551177819230857.png,394,403
dataset/images/-7179944250348052903.png,394,402
dataset/images/5921677196871615893.png,420,429
dataset/images/-1766001610638052673.png,297,298
dataset/images/-1504022477634824873.png,341,387
dataset/images/-2826177521891050091.png,137,382
dataset/images/-7394449639939909454.png,352,494
dataset/images/-5970647218240082058.png,376,483
dataset/images/-2832637199117292466.png,493,286
dataset/images/-1567930271968899578.png,377,412
dataset/images/-7480975812488266764.png,376,323
dataset/images/50133455887092108.png,368,398
dataset/images/-4866206385258043774.png,316,330
dataset/images/-1599719769373422275.png,217,489
dataset/images/-2878474127311295238.png,313,402
dataset/images/-992744659270663024.png,287,417
dataset/images/-1041599159619825944.png,287,417
dataset/images/-1544988337076850901.png,312,470
dataset/images/-4079711792084636452.png,187,422
dataset/images/-236243587506471173.png,295,466
dataset/images/-8931680673452117731.png,182,693
dataset/images/-4198059543114772260.png,232,547
dataset/images/-5554114973951303610.png,235,512
dataset/images/6798451319984685204.png,530,352
dataset/images/4075973460856988048.png,282,558
dataset/images/-7504603758257488978.png,369,486
dataset/images/-752252200675327597.png,479,488
dataset/images/-7169028275718043618.png,377,523
dataset/images/-9164137494504142017.png,534,422
dataset/images/7991201394179632138.png,370,472
dataset/images/-4689957996159381961.png,372,467
dataset/images/-8676992280138825968.png,183,274
dataset/images/-5215200301986842566.png,334,210
dataset/images/-8127450853323603559.png,402,322
dataset/images/3974778638588654378.png,343,522
dataset/images/-4842424052008794199.png,321,604
dataset/images/-2801070157050591832.png,280,268
dataset/images/130530346867575707.png,356,539
dataset/images/2823528035542719804.png,356,539
dataset/images/-6268140329429011572.png,363,515
dataset/images/-7567232127773948614.png,275,441
dataset/images/-1212009769672305665.png,265,355
dataset/images/-6979261091584192334.png,174,674
dataset/images/-979167465711270621.png,247,480
dataset/images/-3376925888490618855.png,325,456
dataset/images/-9111307368692396870.png,445,404
dataset/images/4484352735978929364.png,319,452
dataset/images/3239051084073530803.png,311,503
dataset/images/-6098892591148922500.png,385,441
dataset/images/8953556150731462434.png,509,580
dataset/images/8120769919711144253.png,455,353
dataset/images/7980844269689605309.png,436,485
dataset/images/4415498759330524593.png,352,777
dataset/images/-2252061377678191443.png,448,388
dataset/images/1355204932470793841.png,229,308
dataset/images/8501610783927049928.png,358,485
dataset/images/1343985150496825534.png,361,503
dataset/images/-3690564646031479374.png,530,496
dataset/images/-6588528119341465165.png,286,506
dataset/images/-3460750178802262972.png,285,454
dataset/images/-5825923352662531273.png,293,558
dataset/images/-3645082414747891862.png,297,555
dataset/images/-512380082663590190.png,374,366
dataset/images/807217658582074180.png,278,496
dataset/images/-82155186323694378.png,223,549
dataset/images/-866990533769420724.png,430,354
dataset/images/-6229655993797699310.png,376,387
dataset/images/-7286605439901025202.png,471,603
dataset/images/6409254117435284099.png,511,358
dataset/images/-2587501478019122942.png,455,439
dataset/images/3839875451887240313.png,337,587
dataset/images/5665082588794801099.png,223,507
dataset/images/-2168469424545000636.png,258,475
dataset/images/-613865508334046751.png,207,426
dataset/images/3808734830131524150.png,153,253
dataset/images/-1365244834890795953.png,267,437
dataset/images/-1583330889050179755.png,283,420
dataset/images/6476595171486166899.png,260,287
dataset/images/-7671530939179836923.png,283,426
dataset/images/-2368196693663754182.png,316,408
dataset/images/3639583944950649714.png,363,517
dataset/images/7120254563388995219.png,413,532
dataset/images/-2104207421034301034.png,347,467
dataset/images/-1754707658302916156.png,547,235
dataset/images/-838052539198937142.png,393,565
dataset/images/-361700149928091895.png,394,484
dataset/images/-1671801186817111191.png,382,424
dataset/images/8582218280859891764.png,478,343
dataset/images/-3771483638817117961.png,432,640
dataset/images/-7068465223533283777.png,305,575
dataset/images/-1288516358527303986.png,300,466
dataset/images/5221022206957404585.png,225,759
dataset/images/-5415173044390000664.png,162,382
dataset/images/-1849067586725755095.png,355,537
dataset/images/-2663645243653633022.png,319,708
dataset/images/4832043916622630639.png,344,613
dataset/images/-1069484016159142426.png,410,199
dataset/images/-5232620834055369816.png,398,468
dataset/images/-367803591370341850.png,426,385
dataset/images/-119269382740005870.png,299,405
dataset/images/-6940524178054665725.png,428,377
dataset/images/-2928063235843741646.png,324,587
dataset/images/3391002849567818495.png,454,607
dataset/images/2530103353858194192.png,333,494
dataset/images/-7722971252294313239.png,346,662
dataset/images/-3964687375901073311.png,642,469
dataset/images/3684301007380750477.png,374,543
dataset/images/-3462740509400916083.png,183,575
dataset/images/-692354311834216036.png,482,404
dataset/images/-4066123629157567317.png,482,404
dataset/images/-4879437868246413973.png,482,404
dataset/images/3655934744719916115.png,335,494
dataset/images/1680863652357240074.png,421,446
dataset/images/6602102552712266694.png,302,597
dataset/images/-6049421475884358285.png,328,567
dataset/images/-1134336587866434682.png,283,445
dataset/images/8165366699488790952.png,204,550
dataset/images/-261465826988278567.png,223,563
dataset/images/-4714341773131742889.png,312,561
dataset/images/-8361305378617415088.png,645,411
dataset/images/96983641017525055.png,441,205
dataset/images/5321569644934876335.png,528,514
dataset/images/-7342232757940311338.png,332,607
dataset/images/-724292300951106502.png,335,570
dataset/images/4012065403674643012.png,481,627
dataset/images/-4153911047992204094.png,323,420
dataset/images/-5655969196519703975.png,315,434
dataset/images/-1711077606342056338.png,427,679
dataset/images/-1675320305762436963.png,322,175
dataset/images/-5607893322162480323.png,339,393
dataset/images/-2844774690650130144.png,325,365
dataset/images/6661851900372444004.png,324,346
dataset/images/-8505515853248686218.png,418,423
dataset/images/-4545384043516507025.png,356,509
dataset/images/-3278401981209346612.png,330,490
dataset/images/-2874221601641289316.png,398,594
dataset/images/-4413029522705591384.png,376,549
dataset/images/-8638543764343491788.png,560,388
dataset/images/-3019888534333997441.png,354,194
dataset/images/-8845105500170627037.png,225,402
dataset/images/-8475988209194953949.png,288,218
dataset/images/6592347411194143558.png,362,575
dataset/images/-3786514405980384774.png,306,421
dataset/images/-281110584877349539.png,115,275
dataset/images/-3193028068058629771.png,330,366
dataset/images/-8923487293444025838.png,330,412
dataset/images/-5796593810251526598.png,500,516
dataset/images/-1407390912570679008.png,437,403
dataset/images/-6839319830915874080.png,99,152
dataset/images/-8759894522781301423.png,328,415
dataset/images/-364154373276501459.png,352,347
dataset/images/-3238011234084255593.png,333,448
dataset/images/-5952865884260557637.png,289,341
dataset/images/-3579050088184146996.png,335,594
dataset/images/7810546855565179160.png,334,461
dataset/images/-548313613752522064.png,287,533
dataset/images/-344748699934867639.png,464,402
dataset/images/152035477957158422.png,238,232
dataset/images/-4401416371357873576.png,448,362
dataset/images/-1248547167575108548.png,435,459
dataset/images/-8967862407560603358.png,358,381
dataset/images/6755815927772018364.png,330,481
dataset/images/-1173107958367057762.png,435,486
dataset/images/-6047115356429113684.png,493,458
dataset/images/5764210117325712991.png,491,432
dataset/images/-8474268696770967340.png,491,432
dataset/images/-3271964507838082776.png,370,625
dataset/images/-6368978835421081952.png,528,488
dataset/images/-2156690415130358399.png,427,387
dataset/images/-8489071995033586737.png,178,215
dataset/images/-5242998658722576117.png,299,392
dataset/images/5358401025661447825.png,247,347
dataset/images/-6544442737462623993.png,310,446
dataset/images/-6491463453260148008.png,497,455
dataset/images/-6787309817732245642.png,515,567
dataset/images/-6477035923390132815.png,351,517
dataset/images/-8977333528306725483.png,341,587
dataset/images/-6323838407357716508.png,322,541
dataset/images/2840622401564718062.png,294,442
dataset/images/-5014049558206819915.png,325,482
dataset/images/-8743640083543794574.png,346,581
dataset/images/-1389285495169670132.png,273,400
dataset/images/-7299480868819669578.png,292,519
dataset/images/2717443941596411793.png,209,245
dataset/images/-4823549522439308132.png,287,446
dataset/images/-3300838075406312078.png,298,550
dataset/images/2508530986946553819.png,309,450
dataset/images/-8662876472889244238.png,324,538
dataset/images/-723695575081863565.png,283,346
dataset/images/-714863101218107095.png,337,508
dataset/images/-9071217807268156605.png,546,319
dataset/images/-5356762524065147845.png,381,396
dataset/images/2523956074973693887.png,320,498
dataset/images/-112993692936245319.png,309,426
dataset/images/-1506180418927038277.png,262,373
dataset/images/7525075577501273064.png,295,496
dataset/images/359598268047413532.png,283,439
dataset/images/-2586599992896657873.png,309,507
dataset/images/350311854147367887.png,297,464
dataset/images/4098957965873348291.png,297,464
dataset/images/-3842577939721527136.png,355,316
dataset/images/4126616587646484946.png,386,451
dataset/images/-890889796319653758.png,386,451
dataset/images/-2030903409484078916.png,378,456
dataset/images/-5870402586587027496.png,306,303
dataset/images/-4204591472098714424.png,426,550
dataset/images/-7709598504760961091.png,395,461
dataset/images/-4949999685137541063.png,216,467
dataset/images/-1954514810889331120.png,382,483
dataset/images/-4350785058303591747.png,376,470
dataset/images/-2623984413375728508.png,356,442
dataset/images/-1029834132011629215.png,222,250
dataset/images/-6821875351174050947.png,255,472
dataset/images/-3599312611917901231.png,268,380
dataset/images/-1017539609637625871.png,365,536
dataset/images/-869349880437476994.png,351,461
dataset/images/-7982025482577313030.png,330,371
dataset/images/8102887568325883936.png,331,495
dataset/images/1083628762339451238.png,330,320
dataset/images/-8161636968220138594.png,351,486
dataset/images/-2857034813079621056.png,245,562
dataset/images/8491433229363098403.png,304,481
dataset/images/-3905750117220905372.png,269,295
dataset/images/-5689522526264773563.png,331,495
dataset/images/-7456805916262825945.png,396,616
dataset/images/3108281965225546428.png,328,432
dataset/images/-2036739924048402981.png,372,563
dataset/images/6124353214431816875.png,340,444
dataset/images/-6112700142679995455.png,354,486
dataset/images/-7512733256965191315.png,163,269
dataset/images/-6397185843011730649.png,315,565
dataset/images/-8448749504532122513.png,291,429
dataset/images/3228834542325463645.png,299,476
dataset/images/1444507081046940940.png,394,654
dataset/images/8748144847630043442.png,316,480
dataset/images/-7134854130582820075.png,473,504
dataset/images/4812160518335801420.png,339,451
dataset/images/-1005922060850163675.png,367,566
dataset/images/-6272108417182441416.png,323,619
dataset/images/9118575272142681189.png,140,483
dataset/images/-1706950757168903345.png,226,523
dataset/images/-4856150066452561717.png,314,446
dataset/images/4747618576348866560.png,238,563
dataset/images/-3447371787593587076.png,724,424
dataset/images/2627734411216844069.png,357,460
dataset/images/-1811474488977610207.png,297,578
dataset/images/8516416641470676717.png,448,509
dataset/images/-6438545414301250763.png,333,451
dataset/images/-1425041139336616640.png,357,545
dataset/images/2301491935372174625.png,402,491
dataset/images/4604660789067252396.png,402,491
dataset/images/-3796420587199097151.png,353,435
dataset/images/5760149544012561210.png,480,402
dataset/images/-1547079813939330339.png,448,515
dataset/images/-7948351738605132490.png,347,470
dataset/images/-2183262704807807048.png,364,520
dataset/images/-6420939820104178908.png,340,737
dataset/images/6698561070990105178.png,327,448
dataset/images/-131584953352202368.png,340,512
dataset/images/-6000776533520786839.png,358,535
dataset/images/2599587953610134632.png,321,455
dataset/images/-6767426144988802705.png,347,523
dataset/images/-8945431998172389707.png,427,493
dataset/images/-9209496230726637783.png,147,516
dataset/images/6852359404630667928.png,251,538
dataset/images/-2044143870674092987.png,324,465
dataset/images/-2180690318143429315.png,332,381
dataset/images/3863877723322772755.png,345,489
dataset/images/-5945889357765410205.png,365,485
dataset/images/-4313679202199817035.png,374,472
dataset/images/-3885286575232299536.png,375,470
dataset/images/-2499017255346018309.png,311,441
dataset/images/-2255939393020051195.png,365,484
dataset/images/-67479908152680543.png,365,484
dataset/images/-1233886198250242183.png,316,626
dataset/images/-2446371075135592847.png,433,543
dataset/images/-1584800019810350390.png,429,550
dataset/images/-2214538966673627919.png,417,566
dataset/images/3614097266056290592.png,386,548
dataset/images/-5794696489439406979.png,357,522
dataset/images/-2887375084857456168.png,372,440
dataset/images/-2154927722889314556.png,230,636
dataset/images/-4457305195243861591.png,411,536
dataset/images/-6437005788368753170.png,303,450
dataset/images/-4335509512864210611.png,295,548
dataset/images/-1246305393567420617.png,270,210
dataset/images/-809387930221707574.png,374,351
dataset/images/-2126108056965792224.png,200,427
dataset/images/4567625753150358419.png,305,563
dataset/images/-5173343860642718752.png,378,582
dataset/images/9017422570993946007.png,256,410
dataset/images/-7915778157188371964.png,300,515
dataset/images/-6695638195167105814.png,342,539
dataset/images/6536434364523555339.png,290,479
dataset/images/-1194451675892190559.png,310,442
dataset/images/-2997460016579568441.png,257,373
dataset/images/1855124016380658869.png,395,593
dataset/images/-2681567092049907766.png,325,446
dataset/images/-3232676345267998411.png,351,503
dataset/images/-7219597010345065107.png,314,396
dataset/images/-2586434783203273300.png,250,467
dataset/images/-7544070228940491876.png,390,507
dataset/images/-3269269173786491451.png,291,434
dataset/images/-3756788647026795674.png,337,488
dataset/images/2726749897069886336.png,362,505
dataset/images/-7400974196346086924.png,354,479
dataset/images/-2886112087398057650.png,354,479
dataset/images/-8492996097534058599.png,354,479
dataset/images/-8117238217049020260.png,354,479
dataset/images/-2557297330022991624.png,354,479
dataset/images/6774203686141383550.png,318,435
dataset/images/1578168487991885692.png,349,474
dataset/images/-3413752124351142150.png,276,445
dataset/images/-3084064354272784520.png,346,507
dataset/images/-2732064214388729281.png,309,485
dataset/images/-1208075389923828759.png,282,513
dataset/images/-2391140057762019591.png,242,528
dataset/images/-4064740233229781309.png,441,334
dataset/images/-7213117744324884514.png,241,489
dataset/images/6865216719730930043.png,264,527
dataset/images/-6221411430555169885.png,301,559
dataset/images/332030937009445926.png,265,433
dataset/images/7936931623873788776.png,295,196
dataset/images/-1552485516831343050.png,515,617
dataset/images/3597635801230202250.png,432,416
dataset/images/-2919962940384238401.png,430,417
dataset/images/6500252340623712757.png,430,417
dataset/images/-8791195073313426119.png,430,417
dataset/images/6929933300172934083.png,422,368
dataset/images/-2857013046149476224.png,381,518
dataset/images/5131985435524652892.png,414,531
dataset/images/-1224594803062807638.png,82,490
dataset/images/9025491094442274404.png,262,380
dataset/images/-4048302593057484818.png,487,536
dataset/images/-8145244033534164482.png,366,522
dataset/images/-829535113004099648.png,350,497
dataset/images/-8040872744934016312.png,332,544
dataset/images/-7173587239839420659.png,342,597
dataset/images/-5630704089937919902.png,253,220
dataset/images/5998784821175168017.png,405,500
dataset/images/-1117304357073393845.png,327,627
dataset/images/-2115166713006403483.png,325,418
dataset/images/-237525715880906966.png,200,543
dataset/images/-309674933450068615.png,265,630
dataset/images/-4371602780499502428.png,395,529
dataset/images/-3328006691341022679.png,228,420
dataset/images/5601317951892375531.png,330,566
dataset/images/-3208394649318665547.png,689,466
dataset/images/-2576341143348180864.png,378,457
dataset/images/-6292477758132177891.png,263,360
dataset/images/-2655426331282625713.png,294,472
dataset/images/-2918595174966989977.png,331,459
dataset/images/-108381662796731901.png,314,428
dataset/images/-3004088422885359974.png,339,516
dataset/images/2720084955089501532.png,198,587
dataset/images/-1600796092899740662.png,595,414
dataset/images/-8125667483744734603.png,392,594
dataset/images/5956785610333626040.png,389,482
dataset/images/5311064292101612479.png,384,512
dataset/images/-2438397920230006140.png,360,414
dataset/images/-8486226995246068836.png,364,484
dataset/images/-2626461613356440527.png,364,484
dataset/images/-4412549015496284701.png,207,626
dataset/images/-735206336959143544.png,292,476
dataset/images/-4922007870089187294.png,290,477
dataset/images/-8811226591719932612.png,279,421
dataset/images/-3055245592189156423.png,275,537
dataset/images/-7116812789303448562.png,285,416
dataset/images/187727587523873295.png,314,562
dataset/images/-3153575578487118908.png,266,323
dataset/images/6293868820747285169.png,276,458
dataset/images/249823248533131936.png,329,506
dataset/images/-3768305470783165562.png,322,481
dataset/images/5060702964454515232.png,151,353
dataset/images/-5957816033565973486.png,213,459
dataset/images/-3908715743589033453.png,233,495
dataset/images/-5902521648651774394.png,260,326
dataset/images/-622403945352043847.png,324,554
dataset/images/-8479314881274447757.png,337,520
dataset/images/-3099030189372254135.png,318,511
dataset/images/-3302904664879734565.png,318,511
dataset/images/-2103098616083507998.png,320,493
dataset/images/7937588583341556864.png,302,567
dataset/images/-5330038346840974533.png,617,323
dataset/images/1758905946129644589.png,443,443
dataset/images/-2240571180590354799.png,364,652
dataset/images/-3348418859469465839.png,365,608
dataset/images/-5217820739808378329.png,385,437
dataset/images/-6956409262063576195.png,360,427
dataset/images/-1741298902959469723.png,309,350
dataset/images/5673636897157936217.png,306,418
dataset/images/-5628845147796714125.png,204,296
dataset/images/-4652669248078342739.png,288,505
dataset/images/-8478124959807240877.png,337,447
dataset/images/-3980050402404010638.png,299,811
dataset/images/-6279339223577410459.png,345,483
dataset/images/-7327283166906573507.png,356,505
dataset/images/-4241920756193111728.png,356,505
dataset/images/3496791689370712664.png,406,423
dataset/images/-1772263789018350372.png,514,468
dataset/images/-37551011684363999.png,497,468
dataset/images/3824391395865544143.png,455,513
dataset/images/-4419791713135556186.png,399,400
dataset/images/-6436369839513530626.png,194,123
dataset/images/-1205727439193920342.png,374,757
dataset/images/-9047129422739627149.png,342,360
dataset/images/-4320222215780420300.png,361,535
dataset/images/-3960609428407610178.png,343,458
dataset/images/-9205655818768804525.png,332,434
dataset/images/-8490706590974569952.png,324,604
dataset/images/-3674117018980271308.png,395,530
dataset/images/7846235618886945562.png,354,405
dataset/images/1174067969932849040.png,252,424
dataset/images/-5719099390090863829.png,285,442
dataset/images/-6267939346252962600.png,284,312
dataset/images/5599579595537505183.png,289,349
dataset/images/-2614426609843829553.png,362,526
dataset/images/4978639705347916523.png,392,416
dataset/images/-923054950838727613.png,170,496
dataset/images/-4784154530386898261.png,283,442
dataset/images/-2415160317603753243.png,283,442
dataset/images/1614744465976140756.png,234,594
dataset/images/4274197151964109412.png,384,464
dataset/images/-2326303719742825919.png,241,462
dataset/images/-4109316757849975397.png,346,384
dataset/images/-565342249139264896.png,309,548
dataset/images/-1526432073452360092.png,326,500
dataset/images/-6993687234248460887.png,321,458
dataset/images/-4052105444595907267.png,281,411
dataset/images/-3717681648257080297.png,346,575
dataset/images/391916421814043011.png,376,492
dataset/images/-6561457627112466394.png,284,373
dataset/images/-6220145266048034162.png,175,409
dataset/images/-3468227127797978058.png,261,461
